issue_id,case_id,candidate_id,issue_type,severity,message,publication_number,raw_row_number
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:326cffc5e9,case_01_pan_graphitization,case_01_pan_graphitization:lc:326cffc5e9,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:043eefa4e8,CN102704043A,912
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:3bbbc8426c,case_01_pan_graphitization,case_01_pan_graphitization:lc:3bbbc8426c,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:8f9a89d32e,CN102720058A,913
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:a02fc7066d,case_01_pan_graphitization,case_01_pan_graphitization:lc:a02fc7066d,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:3fa7c37442,CN102758272A,915
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:8b92fb9a3b,case_01_pan_graphitization,case_01_pan_graphitization:lc:8b92fb9a3b,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:58001f86ed,KR20120048895A,919
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:a2604ac62c,case_01_pan_graphitization,case_01_pan_graphitization:lc:a2604ac62c,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:feb612947e,WO2011122881A3,923
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:420d468b5e,case_01_pan_graphitization,case_01_pan_graphitization:lc:420d468b5e,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:e548339a15,CN101597820B,925
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:ecd0947982,case_01_pan_graphitization,case_01_pan_graphitization:lc:ecd0947982,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:dc99d8ed08,CN101922065B,928
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:5a075b2747,case_01_pan_graphitization,case_01_pan_graphitization:lc:5a075b2747,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:76cc2b9e72,CN102051712A,930
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:23acd1054c,case_01_pan_graphitization,case_01_pan_graphitization:lc:23acd1054c,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:b3abd77bf6,CN102094262A,931
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:bd7d3c7056,case_01_pan_graphitization,case_01_pan_graphitization:lc:bd7d3c7056,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:20a3ec44f2,CN102181963A,932
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:067cd1884d,case_01_pan_graphitization,case_01_pan_graphitization:lc:067cd1884d,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:52bcec0c7c,CN102285706A,933
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:1f2f46d83e,case_01_pan_graphitization,case_01_pan_graphitization:lc:1f2f46d83e,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:feb612947e,WO2011122881A2,935
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:b34702ef58,case_01_pan_graphitization,case_01_pan_graphitization:lc:b34702ef58,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:5358398c5d,CN101671951A,937
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:635eacd310,case_01_pan_graphitization,case_01_pan_graphitization:lc:635eacd310,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:ea93cd952a,CN101718012A,938
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:db8c1305c5,case_01_pan_graphitization,case_01_pan_graphitization:lc:db8c1305c5,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:5d6c6e94d1,CN101768791A,940
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:1765eee0c5,case_01_pan_graphitization,case_01_pan_graphitization:lc:1765eee0c5,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:0f29e18e81,CN101798392A,941
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:aead9eb7cd,case_01_pan_graphitization,case_01_pan_graphitization:lc:aead9eb7cd,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:8c086fa3b0,CN101798747A,942
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:eed1d385bb,case_01_pan_graphitization,case_01_pan_graphitization:lc:eed1d385bb,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:3ff3f4829b,CN101805200A,943
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:4cc4bc461d,case_01_pan_graphitization,case_01_pan_graphitization:lc:4cc4bc461d,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:dc99d8ed08,CN101922065A,946
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:b53b4f1578,case_01_pan_graphitization,case_01_pan_graphitization:lc:b53b4f1578,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:5ef347894c,US2010252438A1,947
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:bfa746269d,case_01_pan_graphitization,case_01_pan_graphitization:lc:bfa746269d,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:89a2e43499,US2010254887A1,948
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:554b8c655d,case_01_pan_graphitization,case_01_pan_graphitization:lc:554b8c655d,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:89a2e43499,US7749479B2,949
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:a9cf7bb8dc,case_01_pan_graphitization,case_01_pan_graphitization:lc:a9cf7bb8dc,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:5041afbf01,CN101545164A,951
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:315f45500d,case_01_pan_graphitization,case_01_pan_graphitization:lc:315f45500d,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:05e223fa40,CN101250770A,955
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:9fee6faf4c,case_01_pan_graphitization,case_01_pan_graphitization:lc:9fee6faf4c,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:89a2e43499,US2008118427A1,957
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:54105bda31,case_01_pan_graphitization,case_01_pan_graphitization:lc:54105bda31,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:f8416a0a66,JP2007314901A,960
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:aaa9e01e2b,case_01_pan_graphitization,case_01_pan_graphitization:lc:aaa9e01e2b,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:9c9593730a,CN1676690A,967
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:6fcb6b9e41,case_01_pan_graphitization,case_01_pan_graphitization:lc:6fcb6b9e41,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:f8416a0a66,JP2003055843A,969
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:bfcfaefbf0,case_01_pan_graphitization,case_01_pan_graphitization:lc:bfcfaefbf0,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:e548339a15,CN121496612A,972
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:9fdd96d7a7,case_01_pan_graphitization,case_01_pan_graphitization:lc:9fdd96d7a7,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:d6eec804d9,CN119571488B,981
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:27e4730300,case_01_pan_graphitization,case_01_pan_graphitization:lc:27e4730300,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:edd274606d,CN119615422B,984
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:2052e855e8,case_01_pan_graphitization,case_01_pan_graphitization:lc:2052e855e8,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:210721bb71,CN120158845A,987
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:61b091c895,case_01_pan_graphitization,case_01_pan_graphitization:lc:61b091c895,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:514ff8458a,US12221725B2,994
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:c45470420d,case_01_pan_graphitization,case_01_pan_graphitization:lc:c45470420d,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:89a2e43499,CN117795142A,998
